event_id,timestamp,event_type,user_id,user_type,platform,sku_id,price_usd,recipient_id,app_version,updated_at
evt_0016326,2026-03-30T19:16:00Z,product_view,usr_0498,b2c,web,SKU017,68.0,,,2026-03-30T19:19:13Z
evt_0013001,2026-03-30T15:13:00Z,add_to_cart,usr_0418,b2c,android,SKU018,78.0,,5.2.1,2026-03-30T15:20:32Z
evt_0003402,2026-03-30T04:45:00Z,app_open,usr_0100,b2c,ios,,,,5.2.1,2026-03-30T04:52:31Z
evt_0001044,2026-03-30T07:08:00Z,app_open,usr_0026,b2c,ios,,,,5.3.0,2026-03-30T07:17:10Z
evt_0013282,2026-03-26T07:03:00Z,product_view,usr_0422,b2c,ios,SKU020,38.0,,5.3.0,2026-03-26T07:05:19Z
evt_0016791,2026-03-30T02:45:00Z,add_to_cart,usr_0509,b2b,android,SKU008,55.0,,5.2.1,2026-03-30T02:51:33Z
evt_0003602,2026-03-30T13:34:00Z,product_view,usr_0102,b2c,ios,SKU026,48.0,,5.2.0,2026-03-30T13:37:22Z
evt_0022849,2026-03-30T10:57:00Z,gift_send,usr_0690,b2c,ios,SKU018,78.0,rec_0031,5.3.0,2026-03-30T10:58:33Z
evt_0020435,2026-03-30T01:57:00Z,app_open,usr_0633,b2c,android,,,,5.2.0,2026-03-30T01:57:47Z
evt_0013054,2026-03-30T09:14:00Z,product_view,usr_0418,b2c,android,SKU018,78.0,,5.2.1,2026-03-30T09:14:43Z
evt_0015641,2026-03-27T04:27:00Z,app_open,usr_0478,b2c,web,,,,,2026-03-27T04:31:32Z
evt_0022250,2026-03-30T07:26:00Z,product_view,usr_0678,b2b,web,SKU007,85.0,,,2026-03-30T07:29:10Z
evt_0017761,2026-03-30T14:05:00Z,gift_send,usr_0541,b2c,android,SKU021,44.0,rec_0218,5.2.0,2026-03-30T14:12:36Z
evt_0022865,2026-03-30T10:14:00Z,product_view,usr_0691,b2c,ios,SKU020,38.0,,5.2.0,2026-03-30T10:22:58Z
evt_0090013,2026-03-30T10:54:00Z,add_to_cart,usr_0148,b2c,android,SKU031,72.0,,5.2.1,2026-03-30T10:56:00Z
evt_0024500,2026-03-30T09:42:00Z,product_view,usr_0731,b2c,android,SKU007,85.0,,5.2.0,2026-03-30T09:46:30Z
evt_0019904,2026-03-30T06:19:00Z,product_view,usr_0619,b2b,android,SKU003,38.0,,5.3.0,2026-03-30T06:24:29Z
evt_0003484,2026-03-30T08:07:00Z,purchase,usr_0100,b2c,ios,SKU014,40.0,,5.3.0,2026-03-30T08:09:47Z
evt_0022779,2026-03-27T08:10:00Z,app_open,usr_0690,b2c,ios,,,,5.2.0,2026-03-27T08:18:27Z
evt_0013025,2026-03-30T12:23:00Z,product_view,usr_0418,b2c,android,SKU006,49.0,,5.2.1,2026-03-30T12:30:21Z
evt_0024637,2026-03-30T01:09:00Z,app_open,usr_0736,b2c,ios,,,,5.2.0,2026-03-30T01:12:39Z
evt_0014270,2026-03-30T18:33:00Z,product_view,usr_0438,b2b,android,SKU007,85.0,,5.2.1,2026-03-30T18:41:55Z
evt_0008208,2026-03-30T08:09:00Z,app_open,usr_0269,b2c,ios,,,,5.3.0,2026-03-30T08:17:29Z
evt_0005101,2026-03-26T18:30:00Z,app_open,usr_0155,b2c,ios,,,,5.2.0,2026-03-26T18:38:00Z
evt_0020400,2026-03-30T06:11:00Z,product_view,usr_0633,b2c,android,SKU006,49.0,,5.3.0,2026-03-30T06:19:38Z
evt_0013507,2026-03-30T06:20:00Z,product_view,usr_0424,b2c,ios,SKU005,42.0,,5.3.0,2026-03-30T06:26:21Z
evt_0004107,2026-03-30T10:52:00Z,app_open,usr_0113,b2c,android,,,,5.3.0,2026-03-30T10:53:35Z
evt_0022207,2026-03-26T18:21:00Z,product_view,usr_0678,b2b,web,SKU007,85.0,,,2026-03-26T18:21:52Z
evt_0009749,2026-03-30T14:26:00Z,gift_send,usr_0302,b2b,android,SKU013,32.0,rec_0274,5.2.1,2026-03-30T14:32:20Z
evt_0018787,2026-03-30T10:02:00Z,add_to_cart,usr_0578,b2c,ios,SKU006,49.0,,5.2.0,2026-03-30T10:03:50Z
evt_0013216,2026-03-30T20:52:00Z,app_open,usr_0421,b2c,android,,,,5.2.0,2026-03-30T20:53:04Z
evt_0003448,2026-03-30T01:50:00Z,add_to_cart,usr_0100,b2c,ios,SKU014,40.0,,5.3.0,2026-03-30T01:59:08Z
evt_0018324,2026-03-28T01:45:00Z,product_view,usr_0567,b2b,ios,SKU004,44.0,,5.3.0,2026-03-30T08:22:00Z
evt_0006857,2026-03-30T23:13:00Z,product_view,usr_0212,b2b,android,SKU010,95.0,,5.2.1,2026-03-30T23:16:36Z
evt_0016561,2026-03-30T05:17:00Z,purchase,usr_0501,b2b,android,SKU025,89.0,,5.3.0,2026-03-30T05:26:34Z
evt_0010223,2026-03-30T16:22:00Z,add_to_cart,usr_0317,b2b,ios,SKU020,38.0,,5.2.0,2026-03-30T16:31:45Z
evt_0000447,2026-03-30T22:46:00Z,app_open,usr_0011,b2b,web,,,,,2026-03-30T22:49:01Z
evt_0001140,2026-03-30T00:58:00Z,product_view,usr_0027,b2c,ios,SKU017,68.0,,5.2.1,2026-03-30T01:03:29Z
evt_0009178,2026-03-30T03:49:00Z,product_view,usr_0291,b2c,ios,SKU026,48.0,,5.2.0,2026-03-30T03:55:12Z
evt_0090015,2026-03-30T16:09:00Z,purchase,usr_0788,b2c,android,SKU031,72.0,,5.3.0,2026-03-30T16:11:00Z
evt_0012081,2026-03-28T19:57:00Z,purchase,usr_0376,b2b,android,SKU018,62.4,,5.2.0,2026-03-30T07:23:00Z
evt_0008792,2026-03-30T12:02:00Z,app_open,usr_0284,b2b,android,,,,5.3.0,2026-03-30T12:05:08Z
evt_0017017,,app_open,usr_0521,b2c,ios,,,,5.2.0,2026-03-30T23:59:00Z
evt_0005061,2026-03-30T19:59:00Z,app_open,usr_0152,b2c,ios,,,,5.2.1,2026-03-30T20:04:35Z
evt_0025233,2026-03-30T14:28:00Z,add_to_cart,usr_0757,b2c,android,SKU024,36.0,,5.2.0,2026-03-30T14:28:59Z
evt_0020128,2026-03-30T20:28:00Z,product_view,usr_0623,b2c,ios,SKU001,65.0,,5.3.0,2026-03-30T20:37:00Z
evt_0009200,2026-03-30T05:05:00Z,app_open,usr_0291,b2c,ios,,,,5.2.0,2026-03-30T05:12:04Z
evt_0019064,2026-03-30T06:36:00Z,app_open,usr_0583,b2c,ios,,,,5.2.1,2026-03-30T06:36:24Z
evt_0022834,2026-03-30T20:37:00Z,app_open,usr_0690,b2c,ios,,,,5.2.1,2026-03-30T20:41:16Z
evt_0005235,2026-03-30T05:52:00Z,app_open,usr_0157,b2c,android,,,,5.2.1,2026-03-30T05:56:31Z
evt_0012024,2026-03-30T20:06:00Z,add_to_cart,usr_0371,b2b,ios,SKU011,75.0,,5.2.0,2026-03-30T20:13:01Z
evt_0015894,2026-03-30T13:35:00Z,gift_send,usr_0485,b2c,web,SKU013,32.0,rec_0173,,2026-03-30T13:38:04Z
evt_0009217,2026-03-30T21:06:00Z,app_open,usr_0291,b2c,ios,,,,5.2.0,2026-03-30T21:11:45Z
evt_0022687,2026-03-30T14:00:00Z,app_open,usr_0687,b2c,ios,,,,5.3.0,2026-03-30T14:03:59Z
evt_0026273,2026-03-30T18:24:00Z,product_view,usr_0790,b2c,ios,SKU027,58.0,,5.3.0,2026-03-30T18:33:49Z
evt_0006025,2026-03-30T04:49:00Z,app_open,usr_0185,b2c,android,,,,5.2.0,2026-03-30T04:57:12Z
evt_0013222,2026-03-30T10:10:00Z,product_view,usr_0422,b2c,ios,SKU020,38.0,,5.2.0,2026-03-30T10:18:42Z
evt_0007436,2026-03-30T15:02:00Z,product_view,usr_0238,b2c,android,SKU004,55.0,,5.2.1,2026-03-30T15:02:19Z
evt_0003611,,purchase,usr_0102,b2c,ios,SKU013,32.0,,5.3.0,2026-03-30T23:59:00Z
evt_0025229,2026-03-30T05:21:00Z,product_view,usr_0757,b2c,android,SKU024,36.0,,5.2.1,2026-03-30T05:29:30Z
evt_0010321,2026-03-30T08:52:00Z,product_view,usr_0318,b2c,ios,SKU006,49.0,,5.3.0,2026-03-30T08:59:08Z
evt_0022886,2026-03-30T08:08:00Z,app_open,usr_0691,b2c,ios,,,,5.3.0,2026-03-30T08:11:19Z
evt_0011834,2026-03-26T01:49:00Z,product_view,usr_0365,b2b,ios,SKU011,75.0,,5.3.0,2026-03-26T01:50:35Z
evt_0022891,2026-03-30T07:45:00Z,app_open,usr_0691,b2c,ios,,,,5.3.0,2026-03-30T07:53:17Z
evt_0013239,2026-03-30T16:07:00Z,app_open,usr_0422,b2c,ios,,,,5.2.1,2026-03-30T16:11:07Z
evt_0012967,2026-03-30T22:31:00Z,app_open,usr_0417,b2c,ios,,,,5.2.1,2026-03-30T22:40:43Z
evt_0013344,2026-03-30T21:02:00Z,product_view,usr_0423,b2b,ios,SKU012,48.0,,5.2.1,2026-03-30T21:07:28Z
evt_0007435,,product_view,usr_0238,b2c,android,SKU004,55.0,,5.3.0,2026-03-30T23:59:00Z
evt_0023198,2026-03-30T21:17:00Z,product_view,usr_0700,b2c,android,SKU028,65.0,,5.2.1,2026-03-30T21:23:18Z
evt_0012758,2026-03-30T02:24:00Z,product_view,usr_0410,b2c,ios,SKU002,45.0,,5.2.1,2026-03-30T02:27:00Z
evt_0026473,2026-03-30T18:21:00Z,add_to_cart,usr_0799,b2b,web,SKU018,78.0,,,2026-03-30T18:23:02Z
evt_0003742,2026-03-30T04:22:00Z,purchase,usr_0106,b2b,ios,SKU030,46.0,,5.3.0,2026-03-30T04:24:21Z
evt_0025699,,app_open,usr_0769,b2c,android,,,,5.3.0,2026-03-30T23:59:00Z
evt_0022784,2026-03-30T13:42:00Z,product_view,usr_0690,b2c,ios,SKU026,48.0,,5.2.1,2026-03-30T13:47:09Z
evt_0023806,2026-03-28T21:47:00Z,gift_send,usr_0713,b2c,ios,SKU023,28.0,rec_0138,5.2.0,2026-03-30T04:56:00Z
evt_0003389,2026-03-30T05:55:00Z,add_to_cart,usr_0100,b2c,ios,SKU023,35.0,,5.3.0,2026-03-30T06:02:59Z
evt_0025341,2026-03-28T15:11:00Z,product_view,usr_0760,b2c,ios,SKU002,36.0,,5.2.0,2026-03-30T05:39:00Z
evt_0007309,2026-03-26T17:09:00Z,add_to_cart,usr_0236,b2c,ios,SKU004,55.0,,5.2.0,2026-03-26T17:16:52Z
evt_0000802,2026-03-30T06:05:00Z,app_open,usr_0022,b2c,ios,,,,5.2.1,2026-03-30T06:14:53Z
evt_0007040,2026-03-30T22:59:00Z,purchase,usr_0224,b2b,ios,SKU022,72.0,,5.2.1,2026-03-30T23:01:50Z
evt_0006743,2026-03-30T03:53:00Z,app_open,usr_0209,b2c,ios,,,,5.3.0,2026-03-30T03:58:01Z
evt_0022948,2026-03-30T08:10:00Z,purchase,usr_0692,b2c,ios,SKU027,58.0,,5.3.0,2026-03-30T08:16:05Z
evt_0016316,2026-03-30T05:54:00Z,product_view,usr_0498,b2c,web,SKU017,68.0,,,2026-03-30T05:57:42Z
evt_0013084,2026-03-30T15:57:00Z,product_view,usr_0418,b2c,android,SKU018,78.0,,5.2.1,2026-03-30T16:01:15Z
evt_0024111,2026-03-30T14:50:00Z,app_open,usr_0716,b2c,android,,,,5.2.0,2026-03-30T14:59:07Z
evt_0022859,2026-03-30T09:48:00Z,app_open,usr_0690,b2c,ios,,,,5.3.0,2026-03-30T09:51:25Z
evt_0012863,,app_open,usr_0416,b2c,ios,,,,5.2.0,2026-03-30T23:59:00Z
evt_0005085,2026-03-30T08:08:00Z,product_view,usr_0155,b2c,ios,SKU010,95.0,,5.3.0,2026-03-30T08:17:11Z
evt_0015153,2026-03-30T09:27:00Z,gift_send,usr_0465,b2c,ios,SKU017,68.0,rec_0206,5.3.0,2026-03-30T09:31:00Z
evt_0022817,2026-03-30T23:12:00Z,app_open,usr_0690,b2c,ios,,,,5.2.1,2026-03-30T23:17:32Z
evt_0022827,2026-03-30T01:30:00Z,purchase,usr_0690,b2c,ios,SKU022,72.0,,5.3.0,2026-03-30T01:34:46Z
evt_0014333,2026-03-28T10:19:00Z,product_view,usr_0439,b2c,ios,SKU027,46.4,,5.2.0,2026-03-30T07:47:00Z
evt_0024861,2026-03-26T01:01:00Z,app_open,usr_0743,b2c,ios,,,,5.2.1,2026-03-26T01:01:22Z
evt_0022863,2026-03-30T16:01:00Z,purchase,usr_0691,b2c,ios,SKU020,38.0,,5.3.0,2026-03-30T16:05:58Z
evt_0004913,2026-03-30T18:44:00Z,app_open,usr_0147,b2b,ios,,,,5.3.0,2026-03-30T18:47:09Z
evt_0022841,2026-03-30T12:09:00Z,product_view,usr_0690,b2c,ios,SKU015,52.0,,5.2.1,2026-03-30T12:16:48Z
evt_0014316,2026-03-30T18:45:00Z,product_view,usr_0439,b2c,ios,SKU005,42.0,,5.2.1,2026-03-30T18:51:20Z
evt_0016333,2026-03-30T07:00:00Z,gift_send,usr_0498,b2c,web,SKU010,95.0,rec_0297,,2026-03-30T07:09:27Z
evt_0005632,2026-03-30T17:15:00Z,app_open,usr_0167,b2c,ios,,,,5.2.0,2026-03-30T17:22:58Z
evt_0022743,2026-03-30T06:49:00Z,purchase,usr_0688,b2c,android,SKU021,44.0,,5.2.1,2026-03-30T06:54:56Z
evt_0019479,2026-03-30T07:43:00Z,product_view,usr_0602,b2c,ios,SKU011,75.0,,5.2.0,2026-03-30T07:46:42Z
evt_0008102,,product_view,usr_0265,b2b,android,SKU008,55.0,,5.2.0,2026-03-30T23:59:00Z
evt_0020053,2026-03-30T08:20:00Z,app_open,usr_0622,b2c,ios,,,,5.2.0,2026-03-30T08:29:00Z
evt_0013232,2026-03-30T17:12:00Z,add_to_cart,usr_0422,b2c,ios,SKU020,38.0,,5.2.0,2026-03-30T17:17:05Z
evt_0009992,2026-03-30T23:31:00Z,app_open,usr_0311,b2c,ios,,,,5.2.0,2026-03-30T23:34:35Z
evt_0012935,2026-03-30T11:20:00Z,app_open,usr_0417,b2c,ios,,,,5.2.1,2026-03-30T11:22:27Z
evt_0002707,2026-03-30T00:20:00Z,app_open,usr_0080,b2c,web,,,,,2026-03-30T00:24:05Z
evt_0003151,2026-03-30T20:49:00Z,app_open,usr_0092,b2b,android,,,,5.2.1,2026-03-30T20:53:46Z
evt_0000055,2026-03-30T00:47:00Z,product_view,usr_0000,b2c,ios,SKU001,65.0,,5.3.0,2026-03-30T00:56:47Z
evt_0022390,2026-03-30T17:55:00Z,gift_send,usr_0683,b2c,android,SKU028,65.0,rec_0206,5.2.0,2026-03-30T18:01:23Z
evt_0005319,2026-03-30T23:18:00Z,purchase,usr_0159,b2b,android,SKU028,65.0,,5.2.1,2026-03-30T23:18:08Z
evt_0015279,2026-03-30T08:22:00Z,gift_send,usr_0467,b2c,web,SKU001,65.0,rec_0131,,2026-03-30T08:23:49Z
evt_0004607,2026-03-30T07:09:00Z,purchase,usr_0138,b2c,ios,SKU017,68.0,,5.2.1,2026-03-30T07:18:32Z
evt_0011931,2026-03-30T05:19:00Z,app_open,usr_0370,b2c,ios,,,,5.2.0,2026-03-30T05:21:37Z
evt_0000065,2026-03-30T23:41:00Z,product_view,usr_0000,b2c,ios,SKU025,89.0,,5.3.0,2026-03-30T23:50:33Z
evt_0009394,,app_open,usr_0294,b2c,ios,,,,5.2.1,2026-03-30T23:59:00Z
evt_0022392,2026-03-28T03:47:00Z,add_to_cart,usr_0683,b2c,android,SKU016,96.0,,5.3.0,2026-03-30T04:58:00Z
evt_0022766,2026-03-30T16:06:00Z,app_open,usr_0690,b2c,ios,,,,5.2.1,2026-03-30T16:09:50Z
evt_0016082,2026-03-30T16:53:00Z,app_open,usr_0495,b2c,ios,,,,5.2.1,2026-03-30T16:56:15Z
evt_0005138,2026-03-27T03:13:00Z,product_view,usr_0155,b2c,ios,SKU010,95.0,,5.3.0,2026-03-27T03:19:08Z
evt_0003400,2026-03-30T02:06:00Z,app_open,usr_0100,b2c,ios,,,,5.3.0,2026-03-30T02:06:48Z
evt_0024449,2026-03-30T03:41:00Z,app_open,usr_0730,b2c,ios,,,,5.2.1,2026-03-30T03:43:42Z
evt_0024869,2026-03-30T17:29:00Z,product_view,usr_0743,b2c,ios,SKU017,68.0,,5.3.0,2026-03-30T17:34:21Z
evt_0013304,2026-03-30T10:36:00Z,app_open,usr_0422,b2c,ios,,,,5.3.0,2026-03-30T10:36:13Z
evt_0005573,2026-03-30T18:24:00Z,app_open,usr_0164,b2c,ios,,,,5.3.0,2026-03-30T18:31:33Z
evt_0006874,2026-03-30T05:57:00Z,add_to_cart,usr_0212,b2b,android,SKU029,82.0,,5.2.1,2026-03-30T06:04:40Z
evt_0022862,2026-03-30T19:42:00Z,product_view,usr_0691,b2c,ios,SKU020,38.0,,5.2.0,2026-03-30T19:44:25Z
evt_0014451,2026-03-30T20:54:00Z,add_to_cart,usr_0446,b2c,web,SKU029,82.0,,,2026-03-30T21:03:34Z
evt_0014330,2026-03-28T14:05:00Z,purchase,usr_0439,b2c,ios,SKU005,33.6,,5.3.0,2026-03-30T06:27:00Z
evt_0019562,2026-03-30T00:14:00Z,product_view,usr_0605,b2c,ios,SKU006,49.0,,5.2.1,2026-03-30T00:22:16Z
evt_0025247,2026-03-30T09:45:00Z,app_open,usr_0757,b2c,android,,,,5.2.0,2026-03-30T09:48:45Z
evt_0023966,2026-03-30T13:04:00Z,product_view,usr_0714,b2c,ios,SKU016,120.0,,5.2.0,2026-03-30T13:12:50Z
evt_0016435,,gift_send,usr_0500,b2c,android,SKU006,49.0,rec_0072,5.3.0,2026-03-30T23:59:00Z
evt_0025237,2026-03-30T21:18:00Z,app_open,usr_0757,b2c,android,,,,5.2.0,2026-03-30T21:18:35Z
evt_0017080,2026-03-30T13:17:00Z,add_to_cart,usr_0521,b2c,ios,SKU027,58.0,,5.2.1,2026-03-30T13:20:00Z
evt_0006724,2026-03-30T23:07:00Z,app_open,usr_0209,b2c,ios,,,,5.3.0,2026-03-30T23:11:37Z
evt_0023264,2026-03-30T11:43:00Z,product_view,usr_0701,b2c,ios,SKU006,49.0,,5.2.1,2026-03-30T11:44:40Z
evt_0006749,2026-03-30T11:30:00Z,product_view,usr_0209,b2c,ios,SKU029,82.0,,5.2.0,2026-03-30T11:33:00Z
evt_0013310,2026-03-30T16:01:00Z,product_view,usr_0422,b2c,ios,SKU020,38.0,,5.3.0,2026-03-30T16:10:52Z
evt_0017468,,product_view,usr_0530,b2c,android,SKU028,65.0,,5.3.0,2026-03-30T23:59:00Z
evt_0003671,2026-03-30T14:43:00Z,app_open,usr_0105,b2b,ios,,,,5.2.1,2026-03-30T14:52:34Z
evt_0008154,2026-03-30T19:40:00Z,purchase,usr_0266,b2c,android,SKU012,48.0,,5.2.0,2026-03-30T19:44:08Z
evt_0022825,2026-03-30T04:30:00Z,product_view,usr_0690,b2c,ios,SKU022,72.0,,5.3.0,2026-03-30T04:36:35Z
evt_0014493,2026-03-30T20:25:00Z,app_open,usr_0446,b2c,web,,,,,2026-03-30T20:27:25Z
evt_0025270,2026-03-30T04:54:00Z,product_view,usr_0758,b2b,web,SKU015,52.0,,,2026-03-30T04:59:14Z
evt_0013378,2026-03-30T03:47:00Z,product_view,usr_0423,b2b,ios,SKU012,48.0,,5.3.0,2026-03-30T03:52:02Z
evt_0090005,2026-03-30T20:19:00Z,product_view,usr_0422,b2c,ios,SKU031,72.0,,5.2.1,2026-03-30T20:21:00Z
evt_0005793,2026-03-30T13:49:00Z,product_view,usr_0177,b2c,ios,SKU019,55.0,,5.2.1,2026-03-30T13:55:34Z
evt_0012252,2026-03-30T19:57:00Z,purchase,usr_0382,b2c,android,SKU024,36.0,,5.2.0,2026-03-30T20:00:53Z
evt_0005432,2026-03-30T11:19:00Z,purchase,usr_0162,b2c,android,SKU030,46.0,,5.3.0,2026-03-30T11:26:30Z
evt_0003412,2026-03-30T14:01:00Z,product_view,usr_0100,b2c,ios,SKU014,40.0,,5.2.0,2026-03-30T14:09:44Z
evt_0025700,2026-03-30T18:51:00Z,app_open,usr_0769,b2c,android,,,,5.2.1,2026-03-30T19:00:36Z
evt_0015812,2026-03-30T13:16:00Z,app_open,usr_0484,b2c,android,,,,5.2.1,2026-03-30T13:25:35Z
evt_0008337,2026-03-30T20:35:00Z,gift_send,usr_0270,b2c,android,SKU026,48.0,rec_0127,5.2.1,2026-03-30T20:37:38Z
evt_0022809,2026-03-30T13:46:00Z,app_open,usr_0690,b2c,ios,,,,5.2.1,2026-03-30T13:47:46Z
evt_0013320,2026-03-30T09:20:00Z,app_open,usr_0422,b2c,ios,,,,5.2.1,2026-03-30T09:25:14Z
evt_0020377,2026-03-30T08:11:00Z,add_to_cart,usr_0633,b2c,android,SKU006,49.0,,5.2.0,2026-03-30T08:14:28Z
evt_0008555,,add_to_cart,usr_0278,b2c,android,SKU028,65.0,,5.2.1,2026-03-30T23:59:00Z
evt_0007563,2026-03-30T12:44:00Z,product_view,usr_0241,b2b,web,SKU006,49.0,,,2026-03-30T12:45:35Z
evt_0006866,2026-03-30T02:40:00Z,app_open,usr_0212,b2b,android,,,,5.3.0,2026-03-30T02:46:15Z
evt_0022212,2026-03-30T20:51:00Z,app_open,usr_0678,b2b,web,,,,,2026-03-30T20:59:03Z
evt_0013872,2026-03-30T06:46:00Z,app_open,usr_0430,b2b,ios,,,,5.2.0,2026-03-30T06:52:23Z
evt_0009247,2026-03-30T02:36:00Z,add_to_cart,usr_0291,b2c,ios,SKU026,48.0,,5.2.0,2026-03-30T02:41:51Z
evt_0022667,2026-03-30T21:07:00Z,gift_send,usr_0687,b2c,ios,SKU011,75.0,rec_0215,5.2.1,2026-03-30T21:10:40Z
evt_0016377,2026-03-30T01:20:00Z,add_to_cart,usr_0498,b2c,web,SKU029,82.0,,,2026-03-30T01:22:57Z
evt_0025435,2026-03-30T07:13:00Z,app_open,usr_0764,b2b,ios,,,,5.2.1,2026-03-30T07:13:16Z
evt_0006723,2026-03-30T11:35:00Z,product_view,usr_0209,b2c,ios,SKU029,82.0,,5.2.1,2026-03-30T11:44:24Z
evt_0008066,2026-03-30T11:36:00Z,product_view,usr_0261,b2b,web,SKU030,46.0,,,2026-03-30T11:39:11Z
evt_0022640,2026-03-30T17:52:00Z,app_open,usr_0686,b2c,android,,,,5.2.1,2026-03-30T18:00:14Z
evt_0011538,,product_view,usr_0353,b2c,ios,SKU022,72.0,,5.2.1,2026-03-30T23:59:00Z
evt_0022552,2026-03-30T02:38:00Z,product_view,usr_0684,b2c,web,SKU018,78.0,,,2026-03-30T02:44:34Z
evt_0010192,2026-03-30T22:41:00Z,app_open,usr_0315,b2c,android,,,,5.3.0,2026-03-30T22:47:09Z
evt_0007039,2026-03-30T17:12:00Z,add_to_cart,usr_0224,b2b,ios,SKU015,52.0,,5.2.0,2026-03-30T17:14:39Z
evt_0020403,2026-03-30T02:20:00Z,product_view,usr_0633,b2c,android,SKU006,49.0,,5.2.0,2026-03-30T02:25:15Z
evt_0013006,2026-03-30T22:19:00Z,app_open,usr_0418,b2c,android,,,,5.3.0,2026-03-30T22:28:36Z
evt_0025205,2026-03-30T07:30:00Z,purchase,usr_0754,b2c,ios,SKU010,95.0,,5.3.0,2026-03-30T07:30:01Z
evt_0012212,2026-03-30T22:00:00Z,app_open,usr_0380,b2b,ios,,,,5.2.0,2026-03-30T22:05:29Z
evt_0011055,2026-03-28T00:23:00Z,purchase,usr_0340,b2b,ios,SKU008,44.0,,5.2.1,2026-03-30T02:13:00Z
evt_0013588,2026-03-30T09:52:00Z,app_open,usr_0425,b2c,android,,,,5.3.0,2026-03-30T09:57:41Z
evt_0023562,2026-03-26T02:33:00Z,app_open,usr_0706,b2c,ios,,,,5.2.1,2026-03-26T02:42:11Z
evt_0009155,2026-03-30T10:17:00Z,add_to_cart,usr_0291,b2c,ios,SKU026,48.0,,5.2.1,2026-03-30T10:21:28Z
evt_0016302,2026-03-30T03:54:00Z,app_open,usr_0498,b2c,web,,,,,2026-03-30T03:58:48Z
evt_0022890,2026-03-28T11:00:00Z,add_to_cart,usr_0691,b2c,ios,SKU020,30.4,,5.2.1,2026-03-30T06:56:00Z
evt_0090009,2026-03-30T11:33:00Z,product_view,usr_0772,b2c,android,SKU031,72.0,,5.3.0,2026-03-30T11:35:00Z
evt_0090003,2026-03-30T11:46:00Z,product_view,usr_0410,b2c,ios,SKU031,72.0,,5.3.0,2026-03-30T11:48:00Z
evt_0008778,2026-03-30T14:06:00Z,product_view,usr_0284,b2b,android,SKU004,55.0,,5.2.0,2026-03-30T14:15:21Z
evt_0007995,2026-03-30T18:15:00Z,product_view,usr_0257,b2c,android,SKU010,95.0,,5.3.0,2026-03-30T18:20:52Z
evt_0006009,2026-03-30T05:51:00Z,gift_send,usr_0185,b2c,android,SKU004,55.0,rec_0188,5.2.1,2026-03-30T05:52:18Z
evt_0024900,2026-03-30T08:19:00Z,app_open,usr_0744,b2b,ios,,,,5.2.1,2026-03-30T08:24:55Z
evt_0020381,2026-03-30T07:04:00Z,app_open,usr_0633,b2c,android,,,,5.2.0,2026-03-30T07:10:16Z
evt_0022911,2026-03-30T23:26:00Z,purchase,usr_0692,b2c,ios,SKU008,55.0,,5.2.1,2026-03-30T23:26:21Z
evt_0008310,2026-03-30T06:03:00Z,app_open,usr_0270,b2c,android,,,,5.2.0,2026-03-30T06:05:47Z
evt_0006752,2026-03-30T11:51:00Z,app_open,usr_0209,b2c,ios,,,,5.2.1,2026-03-30T11:53:13Z
evt_0009239,2026-03-30T19:39:00Z,add_to_cart,usr_0291,b2c,ios,SKU006,49.0,,5.3.0,2026-03-30T19:40:31Z
