event_id,user_id,event_type,timestamp,sku_id,price_usd,recipient_id,platform,user_type,updated_at
evt_0018125,usr_0556,app_open,2026-03-29 08:57:00,,,,ios,b2b,2026-03-29 09:00:19
evt_0006739,usr_0209,product_view,2026-03-29 06:44:00,SKU010,95.0,,ios,b2c,2026-03-29 06:45:35
evt_0021935,usr_0670,app_open,2026-03-29 02:12:00,,,,ios,b2c,2026-03-29 02:14:02
evt_0010151,usr_0315,app_open,2026-03-29 11:59:00,,,,android,b2c,2026-03-29 12:01:28
evt_0008235,usr_0269,product_view,2026-03-28 13:46:00,SKU013,32.0,,ios,b2c,2026-03-28 13:52:37
evt_0000710,usr_0017,add_to_cart,2026-03-29 07:13:00,SKU029,82.0,,android,b2c,2026-03-29 07:21:32
evt_0022299,usr_0683,app_open,2026-03-29 20:06:00,,,,android,b2c,2026-03-29 20:08:09
evt_0011705,usr_0359,add_to_cart,2026-03-29 18:11:00,SKU018,78.0,,android,b2c,2026-03-29 18:17:09
evt_0005785,usr_0177,product_view,2026-03-29 04:07:00,SKU019,55.0,,ios,b2c,2026-03-29 04:08:15
evt_0016374,usr_0498,add_to_cart,2026-03-29 02:22:00,SKU029,82.0,,web,b2c,2026-03-29 02:25:36
evt_0010989,usr_0339,add_to_cart,2026-03-29 20:34:00,SKU001,65.0,,ios,b2c,2026-03-29 20:42:17
evt_0016381,usr_0499,product_view,2026-03-28 18:31:00,SKU001,65.0,,web,b2c,2026-03-28 18:40:36
evt_0014470,usr_0446,product_view,2026-03-28 15:02:00,SKU029,82.0,,web,b2c,2026-03-28 15:07:56
evt_0004118,usr_0113,app_open,2026-03-29 06:13:00,,,,android,b2c,2026-03-29 06:14:10
evt_0020446,usr_0634,purchase,2026-03-29 03:10:00,SKU030,46.0,,ios,b2c,2026-03-29 03:11:18
evt_0023813,usr_0713,app_open,2026-03-29 14:18:00,,,,ios,b2c,2026-03-29 14:20:55
evt_0025430,usr_0764,app_open,2026-03-29 05:29:00,,,,ios,b2b,2026-03-29 05:30:35
evt_0024771,usr_0738,app_open,2026-03-28 08:20:00,,,,ios,b2c,2026-03-28 08:27:08
evt_0017355,usr_0527,app_open,2026-03-29 09:31:00,,,,ios,b2b,2026-03-29 09:39:31
evt_0018987,usr_0580,product_view,2026-03-29 08:16:00,SKU024,36.0,,ios,b2c,2026-03-29 08:16:34
evt_0006133,usr_0188,product_view,2026-03-29 03:12:00,SKU029,82.0,,android,b2c,2026-03-29 03:20:35
evt_0020781,usr_0641,product_view,2026-03-29 22:42:00,SKU006,49.0,,ios,b2c,2026-03-29 22:44:03
evt_0016210,usr_0496,product_view,2026-03-29 14:30:00,SKU017,68.0,,android,b2c,2026-03-29 14:36:45
evt_0012255,usr_0382,product_view,2026-03-29 02:03:00,SKU005,42.0,,android,b2c,2026-03-29 02:10:20
evt_0012645,usr_0408,product_view,2026-03-29 14:01:00,SKU004,55.0,,web,b2c,2026-03-29 14:09:48
evt_0014256,usr_0437,app_open,,,,,android,b2c,2026-03-29 23:59:00
evt_0090014,usr_0356,add_to_cart,2026-03-29 21:46:00,SKU031,72.0,,ios,b2c,2026-03-29 21:48:00
evt_0022726,usr_0687,add_to_cart,2026-03-29 17:18:00,SKU022,72.0,,ios,b2c,2026-03-29 17:25:11
evt_0025344,usr_0760,product_view,2026-03-29 15:23:00,SKU021,44.0,,ios,b2c,2026-03-29 15:26:21
evt_0025284,usr_0759,product_view,2026-03-29 22:05:00,SKU028,65.0,,android,b2b,2026-03-29 22:05:39
evt_0007194,usr_0232,product_view,2026-03-29 18:09:00,SKU008,55.0,,android,b2c,2026-03-29 18:09:51
evt_0004132,usr_0114,app_open,2026-03-29 01:09:00,,,,android,b2c,2026-03-29 01:09:14
evt_0014450,usr_0446,app_open,2026-03-29 17:19:00,,,,web,b2c,2026-03-29 17:25:45
evt_0013428,usr_0423,product_view,2026-03-29 03:37:00,SKU027,58.0,,ios,b2b,2026-03-29 03:40:51
evt_0007455,usr_0238,purchase,2026-03-28 23:24:00,SKU004,55.0,,android,b2c,2026-03-28 23:30:12
evt_0013435,usr_0423,app_open,2026-03-29 18:12:00,,,,ios,b2b,2026-03-29 18:19:57
evt_0025800,usr_0773,app_open,2026-03-29 12:45:00,,,,ios,b2b,2026-03-29 12:49:58
evt_0014820,usr_0457,purchase,2026-03-29 00:49:00,SKU018,78.0,,ios,b2c,2026-03-29 00:57:20
evt_0024638,usr_0736,app_open,2026-03-29 11:13:00,,,,ios,b2c,2026-03-29 11:18:36
evt_0013211,usr_0421,app_open,2026-03-29 12:50:00,,,,android,b2c,2026-03-29 12:50:38
evt_0003436,usr_0100,app_open,2026-03-28 06:45:00,,,,ios,b2c,2026-03-28 06:54:05
evt_0025492,usr_0764,app_open,2026-03-29 22:20:00,,,,ios,b2b,2026-03-29 22:26:56
evt_0004208,usr_0117,app_open,2026-03-29 04:57:00,,,,ios,b2b,2026-03-29 05:02:49
evt_0015751,usr_0484,app_open,2026-03-29 18:17:00,,,,android,b2c,2026-03-29 18:17:40
evt_0005134,usr_0155,app_open,2026-03-29 21:40:00,,,,ios,b2c,2026-03-29 21:42:59
evt_0019102,usr_0584,app_open,2026-03-29 09:04:00,,,,android,b2c,2026-03-29 09:13:17
evt_0006967,usr_0218,app_open,2026-03-28 17:41:00,,,,android,b2b,2026-03-28 17:50:44
evt_0022778,usr_0690,add_to_cart,2026-03-29 04:51:00,SKU026,48.0,,ios,b2c,2026-03-29 04:57:12
evt_0025111,usr_0748,product_view,2026-03-29 10:01:00,SKU001,65.0,,web,b2c,2026-03-29 10:06:36
evt_0022245,usr_0678,product_view,2026-03-29 05:05:00,SKU018,78.0,,web,b2b,2026-03-29 05:07:25
evt_0023872,usr_0713,product_view,2026-03-29 08:47:00,SKU004,55.0,,ios,b2c,2026-03-29 08:55:52
evt_0025460,usr_0764,purchase,2026-03-29 07:19:00,SKU001,65.0,,ios,b2b,2026-03-29 07:23:12
evt_0019924,usr_0621,purchase,2026-03-29 04:28:00,SKU026,48.0,,ios,b2c,2026-03-29 04:32:43
evt_0003440,usr_0100,app_open,2026-03-29 21:34:00,,,,ios,b2c,2026-03-29 21:43:23
evt_0008513,usr_0275,app_open,2026-03-29 11:46:00,,,,ios,b2c,2026-03-29 11:54:57
evt_0004877,usr_0147,product_view,2026-03-29 19:26:00,SKU018,78.0,,ios,b2b,2026-03-29 19:35:41
evt_0022874,usr_0691,product_view,2026-03-29 09:57:00,SKU020,38.0,,ios,b2c,2026-03-29 10:01:38
evt_0010081,usr_0314,purchase,2026-03-29 18:52:00,SKU006,49.0,,android,b2c,2026-03-29 18:55:06
evt_0016895,usr_0514,add_to_cart,2026-03-29 01:46:00,SKU025,89.0,,ios,b2c,2026-03-29 01:53:21
evt_0013582,usr_0424,add_to_cart,2026-03-28 23:48:00,SKU005,42.0,,ios,b2c,2026-03-28 23:49:46
evt_0018841,usr_0578,product_view,2026-03-29 21:33:00,SKU008,55.0,,ios,b2c,2026-03-29 21:42:24
evt_0023805,usr_0713,product_view,2026-03-29 10:18:00,SKU014,40.0,,ios,b2c,2026-03-29 10:19:03
evt_0003460,usr_0100,app_open,2026-03-29 19:03:00,,,,ios,b2c,2026-03-29 19:11:22
evt_0003265,usr_0097,product_view,,SKU012,48.0,,ios,b2b,2026-03-29 23:59:00
evt_0009184,usr_0291,product_view,2026-03-29 21:20:00,SKU026,48.0,,ios,b2c,2026-03-29 21:22:28
evt_0007713,usr_0245,app_open,,,,,web,b2c,2026-03-29 23:59:00
evt_0012614,usr_0408,product_view,2026-03-29 19:19:00,SKU019,55.0,,web,b2c,2026-03-29 19:22:55
evt_0022789,usr_0690,product_view,2026-03-29 03:37:00,SKU015,52.0,,ios,b2c,2026-03-29 03:44:54
evt_0013040,usr_0418,product_view,2026-03-29 21:57:00,SKU006,49.0,,android,b2c,2026-03-29 22:06:07
evt_0013011,usr_0418,app_open,2026-03-29 16:15:00,,,,android,b2c,2026-03-29 16:21:15
evt_0022898,usr_0691,app_open,2026-03-29 23:28:00,,,,ios,b2c,2026-03-29 23:32:02
evt_0021716,usr_0664,app_open,2026-03-29 11:56:00,,,,ios,b2b,2026-03-29 12:02:55
evt_0000470,usr_0011,product_view,2026-03-29 12:40:00,SKU006,49.0,,web,b2b,2026-03-29 12:46:07
evt_0018384,usr_0568,app_open,2026-03-29 20:28:00,,,,web,b2c,2026-03-29 20:31:56
evt_0090004,usr_0030,product_view,2026-03-29 10:49:00,SKU031,72.0,,web,b2c,2026-03-29 10:51:00
evt_0024671,usr_0736,add_to_cart,2026-03-29 14:57:00,SKU006,49.0,,ios,b2c,2026-03-29 15:03:52
evt_0090002,usr_0045,product_view,2026-03-29 12:31:00,SKU031,72.0,,ios,b2c,2026-03-29 12:33:00
evt_0003729,usr_0106,gift_send,2026-03-29 08:50:00,SKU030,46.0,rec_0052,ios,b2b,2026-03-29 08:53:16
evt_0090006,usr_0312,product_view,2026-03-29 15:56:00,SKU031,72.0,,android,b2c,2026-03-29 15:58:00
evt_0016297,usr_0498,purchase,2026-03-29 08:33:00,SKU017,68.0,,web,b2c,2026-03-29 08:36:50
evt_0000923,usr_0025,app_open,2026-03-29 21:08:00,,,,android,b2b,2026-03-29 21:16:25
evt_0019163,usr_0589,product_view,2026-03-29 03:25:00,SKU005,42.0,,ios,b2c,2026-03-29 03:26:48
evt_0006914,usr_0214,product_view,2026-03-29 15:51:00,SKU001,65.0,,android,b2c,2026-03-29 15:55:04
evt_0024691,usr_0736,purchase,2026-03-29 09:47:00,SKU006,49.0,,ios,b2c,2026-03-29 09:52:37
evt_0022877,usr_0691,app_open,2026-03-29 05:54:00,,,,ios,b2c,2026-03-29 06:01:29
evt_0022308,usr_0683,gift_send,2026-03-28 13:11:00,SKU016,120.0,rec_0189,android,b2c,2026-03-28 13:13:44
evt_0024068,usr_0716,product_view,2026-03-29 14:49:00,SKU018,78.0,,android,b2c,2026-03-29 14:52:26
evt_0025419,usr_0764,product_view,2026-03-29 06:21:00,SKU001,65.0,,ios,b2b,2026-03-29 06:21:59
evt_0016306,usr_0498,app_open,2026-03-29 03:50:00,,,,web,b2c,2026-03-29 03:57:34
evt_0022882,usr_0691,app_open,2026-03-29 09:06:00,,,,ios,b2c,2026-03-29 09:10:30
evt_0022237,usr_0678,product_view,2026-03-29 14:45:00,SKU018,78.0,,web,b2b,2026-03-29 14:52:16
evt_0022896,usr_0691,app_open,2026-03-29 07:57:00,,,,ios,b2c,2026-03-29 08:00:48
evt_0017370,usr_0527,purchase,2026-03-29 15:42:00,SKU018,78.0,,ios,b2b,2026-03-29 15:46:28
evt_0013657,usr_0428,purchase,,SKU005,42.0,,ios,b2b,2026-03-29 23:59:00
evt_0013083,usr_0418,product_view,2026-03-29 00:33:00,SKU006,49.0,,android,b2c,2026-03-29 00:37:33
evt_0005364,usr_0160,add_to_cart,,SKU030,46.0,,ios,b2c,2026-03-29 23:59:00
evt_0016251,usr_0496,add_to_cart,2026-03-29 01:33:00,SKU017,68.0,,android,b2c,2026-03-29 01:40:47
evt_0024713,usr_0736,app_open,,,,,ios,b2c,2026-03-29 23:59:00
evt_0021316,usr_0651,product_view,2026-03-29 15:08:00,SKU001,65.0,,android,b2c,2026-03-29 15:11:05
evt_0010732,usr_0330,app_open,2026-03-29 17:05:00,,,,ios,b2b,2026-03-29 17:08:53
evt_0018135,usr_0556,add_to_cart,2026-03-29 11:02:00,SKU024,36.0,,ios,b2b,2026-03-29 11:08:54
evt_0003479,usr_0100,product_view,2026-03-29 16:18:00,SKU023,35.0,,ios,b2c,2026-03-29 16:19:51
evt_0000100,usr_0001,app_open,2026-03-29 17:01:00,,,,web,b2c,2026-03-29 17:06:19
evt_0024103,usr_0716,purchase,2026-03-29 15:56:00,SKU018,78.0,,android,b2c,2026-03-29 15:59:43
evt_0020769,usr_0641,product_view,2026-03-29 21:11:00,SKU006,49.0,,ios,b2c,2026-03-29 21:20:58
evt_0014479,usr_0446,app_open,2026-03-28 21:06:00,,,,web,b2c,2026-03-28 21:09:45
evt_0014103,usr_0435,app_open,2026-03-29 13:42:00,,,,android,b2c,2026-03-29 13:49:44
evt_0021758,usr_0666,app_open,2026-03-28 14:02:00,,,,ios,b2b,2026-03-28 14:10:45
evt_0011613,usr_0356,app_open,2026-03-29 14:04:00,,,,ios,b2c,2026-03-29 14:07:50
evt_0003764,usr_0106,app_open,,,,,ios,b2b,2026-03-29 23:59:00
evt_0005604,usr_0164,product_view,2026-03-29 05:34:00,SKU010,95.0,,ios,b2c,2026-03-29 05:43:39
evt_0012984,usr_0418,app_open,2026-03-29 00:32:00,,,,android,b2c,2026-03-29 00:39:53
evt_0009348,usr_0293,app_open,2026-03-28 19:38:00,,,,ios,b2c,2026-03-28 19:42:44
evt_0018682,usr_0575,purchase,2026-03-29 22:59:00,SKU019,55.0,,web,b2b,2026-03-29 22:59:19
evt_0011549,usr_0353,app_open,2026-03-29 12:46:00,,,,ios,b2c,2026-03-29 12:49:59
evt_0009511,usr_0298,product_view,2026-03-28 17:48:00,SKU005,42.0,,android,b2b,2026-03-28 17:48:52
evt_0014318,usr_0439,product_view,2026-03-29 04:46:00,SKU028,65.0,,ios,b2c,2026-03-29 04:51:15
evt_0007387,usr_0236,gift_send,2026-03-29 05:23:00,SKU004,55.0,rec_0273,ios,b2c,2026-03-29 05:24:50
evt_0002382,usr_0068,add_to_cart,2026-03-29 19:32:00,SKU030,46.0,,ios,b2b,2026-03-29 19:34:52
evt_0010663,usr_0327,purchase,2026-03-29 14:49:00,SKU001,65.0,,android,b2c,2026-03-29 14:58:51
evt_0017547,usr_0533,app_open,2026-03-29 10:22:00,,,,android,b2b,2026-03-29 10:28:22
evt_0017470,usr_0530,app_open,2026-03-29 00:39:00,,,,android,b2c,2026-03-29 00:39:02
evt_0001764,usr_0049,product_view,2026-03-29 00:01:00,SKU006,49.0,,ios,b2c,2026-03-29 00:05:35
evt_0017353,usr_0527,app_open,2026-03-29 08:08:00,,,,ios,b2b,2026-03-29 08:16:27
evt_0000458,usr_0011,purchase,2026-03-28 19:50:00,SKU008,55.0,,web,b2b,2026-03-28 19:58:32
evt_0025979,usr_0784,add_to_cart,2026-03-29 06:49:00,SKU029,82.0,,ios,b2b,2026-03-29 06:52:53
evt_0014995,usr_0464,GIFT_SEND,2026-03-29 15:33:00,SKU013,32.0,rec_0116,web,b2c,2026-03-29 15:33:16
evt_0015789,usr_0484,app_open,2026-03-29 03:46:00,,,,android,b2c,2026-03-29 03:46:16
evt_0009104,usr_0290,app_open,2026-03-29 08:56:00,,,,ios,b2b,2026-03-29 09:05:11
evt_0004269,usr_0118,gift_send,2026-03-29 22:01:00,SKU014,40.0,rec_0106,web,b2b,2026-03-29 22:04:00
evt_0018096,usr_0556,product_view,,SKU024,36.0,,ios,b2b,2026-03-29 23:59:00
evt_0013266,usr_0422,product_view,2026-03-29 00:45:00,SKU020,38.0,,ios,b2c,2026-03-29 00:47:34
evt_0004418,usr_0123,app_open,2026-03-29 21:49:00,,,,ios,b2b,2026-03-29 21:50:53
evt_0022937,usr_0692,app_open,2026-03-29 09:36:00,,,,ios,b2c,2026-03-29 09:41:42
evt_0014464,usr_0446,product_view,2026-03-29 10:05:00,SKU010,95.0,,web,b2c,2026-03-29 10:10:19
evt_0014322,usr_0439,product_view,2026-03-29 12:29:00,SKU021,44.0,,ios,b2c,2026-03-29 12:33:53
evt_0007404,usr_0237,app_open,2026-03-29 14:11:00,,,,ios,b2b,2026-03-29 14:18:18
evt_0020319,usr_0631,app_open,2026-03-29 02:28:00,,,,web,b2c,2026-03-29 02:33:57
evt_0005268,usr_0157,product_view,2026-03-29 20:18:00,SKU012,48.0,,android,b2c,2026-03-29 20:22:31
evt_0026241,usr_0789,add_to_cart,2026-03-29 00:07:00,SKU026,48.0,,web,b2c,2026-03-29 00:11:44
evt_0026218,usr_0789,app_open,2026-03-29 22:19:00,,,,web,b2c,2026-03-29 22:25:04
evt_0000461,usr_0011,gift_send,2026-03-29 02:23:00,SKU006,49.0,rec_0194,web,b2b,2026-03-29 02:28:48
evt_0003665,usr_0105,add_to_cart,2026-03-29 02:35:00,SKU005,42.0,,ios,b2b,2026-03-29 02:40:45
evt_0007607,usr_0241,product_view,2026-03-29 21:49:00,SKU006,49.0,,web,b2b,2026-03-29 21:54:50
evt_0003763,usr_0106,app_open,2026-03-29 13:01:00,,,,ios,b2b,2026-03-29 13:06:39
evt_0026179,usr_0789,product_view,2026-03-29 11:34:00,SKU003,38.0,,web,b2c,2026-03-29 11:34:03
evt_0007708,usr_0245,app_open,2026-03-29 01:07:00,,,,web,b2c,2026-03-29 01:08:50
evt_0022767,usr_0690,app_open,2026-03-28 07:53:00,,,,ios,b2c,2026-03-28 08:02:54
evt_0006517,usr_0198,app_open,2026-03-28 09:06:00,,,,web,b2b,2026-03-28 09:06:06
evt_0004278,usr_0118,purchase,2026-03-29 10:08:00,SKU014,40.0,,web,b2b,2026-03-29 10:17:38
evt_0017766,usr_0541,app_open,2026-03-29 01:20:00,,,,android,b2c,2026-03-29 01:26:04
evt_0013000,usr_0418,product_view,2026-03-29 22:25:00,SKU018,78.0,,android,b2c,2026-03-29 22:30:44
evt_0013014,usr_0418,gift_send,2026-03-29 07:15:00,SKU018,78.0,rec_0140,android,b2c,2026-03-29 07:21:03
evt_0003474,usr_0100,app_open,2026-03-29 12:42:00,,,,ios,b2c,2026-03-29 12:48:37
evt_0011922,usr_0370,product_view,2026-03-29 05:44:00,SKU011,75.0,,ios,b2c,2026-03-29 05:50:06
evt_0020950,usr_0644,gift_send,2026-03-29 06:48:00,SKU030,46.0,rec_0213,ios,b2b,2026-03-29 06:50:03
evt_0014482,usr_0446,gift_send,2026-03-29 10:12:00,SKU010,95.0,rec_0298,web,b2c,2026-03-29 10:12:50
evt_0009023,usr_0288,product_view,2026-03-29 09:53:00,SKU001,65.0,,ios,b2b,2026-03-29 09:55:05
evt_0025084,usr_0748,product_view,2026-03-29 06:23:00,SKU001,65.0,,web,b2c,2026-03-29 06:32:05
evt_0010496,usr_0323,product_view,2026-03-29 08:29:00,SKU006,49.0,,ios,b2b,2026-03-29 08:29:36
evt_0004946,usr_0147,product_view,2026-03-29 02:33:00,SKU018,78.0,,ios,b2b,2026-03-29 02:40:46
evt_0025343,usr_0760,purchase,2026-03-29 17:31:00,SKU002,45.0,,ios,b2c,2026-03-29 17:38:42
evt_0005148,usr_0155,app_open,2026-03-29 22:22:00,,,,ios,b2c,2026-03-29 22:22:20
evt_0007789,usr_0251,app_open,2026-03-29 17:23:00,,,,ios,b2c,2026-03-29 17:29:07
evt_0004813,usr_0145,product_view,2026-03-29 17:33:00,SKU018,78.0,,ios,b2c,2026-03-29 17:36:06
