event_id,user_id,event_type,timestamp,sku_id,price_usd,recipient_id,platform,user_type,updated_at
evt_0005203,usr_0157,app_open,2026-03-28 20:15:00,,,,android,b2c,2026-03-28 20:20:02
evt_0023592,usr_0707,product_view,2026-03-28 23:05:00,SKU012,48.0,,android,b2c,2026-03-28 23:11:34
evt_0023037,usr_0695,app_open,2026-03-28 22:17:00,,,,android,b2c,2026-03-28 22:22:22
evt_0025626,usr_0766,app_open,2026-03-28 23:27:00,,,,android,b2c,2026-03-28 23:33:54
evt_0007102,usr_0231,product_view,2026-03-28 08:13:00,SKU017,68.0,,ios,b2c,2026-03-28 08:13:43
evt_0018951,usr_0580,add_to_cart,2026-03-28 18:49:00,SKU012,48.0,,ios,b2c,2026-03-28 18:53:00
evt_0003475,usr_0100,app_open,2026-03-28 20:42:00,,,,ios,b2c,2026-03-28 20:42:37
evt_0022899,usr_0691,product_view,2026-03-28 03:43:00,SKU020,38.0,,ios,b2c,2026-03-28 03:46:08
evt_0018059,usr_0555,app_open,2026-03-28 02:13:00,,,,ios,b2b,2026-03-28 02:17:38
evt_0021390,usr_0657,app_open,2026-03-28 08:33:00,,,,ios,b2c,2026-03-28 08:39:47
evt_0000557,usr_0014,product_view,2026-03-28 08:02:00,SKU023,35.0,,ios,b2b,2026-03-28 08:02:54
evt_0006967,usr_0218,app_open,2026-03-28 17:41:00,,,,android,b2b,2026-03-28 17:50:44
evt_0013210,usr_0421,purchase,2026-03-28 05:33:00,SKU018,78.0,,android,b2c,2026-03-28 05:39:45
evt_0009142,usr_0291,add_to_cart,2026-03-28 01:54:00,SKU030,46.0,,ios,b2c,2026-03-28 02:02:39
evt_0013126,usr_0420,app_open,2026-03-28 10:52:00,,,,android,b2b,2026-03-28 10:56:59
evt_0006753,usr_0209,product_view,2026-03-28 20:40:00,SKU029,82.0,,ios,b2c,2026-03-28 20:46:02
evt_0022429,usr_0684,app_open,2026-03-28 02:01:00,,,,web,b2c,2026-03-28 02:02:46
evt_0022890,usr_0691,add_to_cart,2026-03-28 11:00:00,SKU020,38.0,,ios,b2c,2026-03-28 11:09:12
evt_0016078,usr_0495,purchase,2026-03-28 02:20:00,SKU002,45.0,,ios,b2c,2026-03-28 02:29:32
evt_0014463,usr_0446,app_open,2026-03-28 14:56:00,,,,web,b2c,2026-03-28 15:00:41
evt_0023252,usr_0701,product_view,2026-03-28 04:17:00,SKU006,49.0,,ios,b2c,2026-03-28 04:26:17
evt_0005125,usr_0155,app_open,2026-03-28 10:29:00,,,,ios,b2c,2026-03-28 10:34:30
evt_0022772,usr_0690,app_open,2026-03-28 12:51:00,,,,ios,b2c,2026-03-28 12:52:13
evt_0023806,usr_0713,gift_send,2026-03-28 21:47:00,SKU023,35.0,rec_0138,ios,b2c,2026-03-28 21:48:30
evt_0013076,usr_0418,product_view,2026-03-28 19:34:00,SKU018,78.0,,android,b2c,2026-03-28 19:42:20
evt_0014845,usr_0457,product_view,2026-03-28 15:56:00,SKU018,78.0,,ios,b2c,2026-03-28 15:59:40
evt_0023557,usr_0706,app_open,2026-03-28 11:51:00,,,,ios,b2c,2026-03-28 12:00:10
evt_0022983,usr_0695,product_view,2026-03-28 12:05:00,SKU020,38.0,,android,b2c,2026-03-28 12:05:58
evt_0017351,usr_0527,purchase,2026-03-28 15:17:00,SKU018,78.0,,ios,b2b,2026-03-28 15:18:12
evt_0022908,usr_0692,app_open,2026-03-28 10:39:00,,,,ios,b2c,2026-03-28 10:44:39
evt_0001726,usr_0048,product_view,2026-03-28 17:54:00,SKU022,72.0,,android,b2c,2026-03-28 18:00:53
evt_0016474,usr_0500,product_view,,SKU027,58.0,,android,b2c,2026-03-28 23:59:00
evt_0017181,usr_0522,purchase,2026-03-28 21:50:00,SKU010,95.0,,web,b2b,2026-03-28 21:55:08
evt_0023970,usr_0714,product_view,,SKU016,120.0,,ios,b2c,2026-03-28 23:59:00
evt_0022869,usr_0691,app_open,2026-03-28 03:21:00,,,,ios,b2c,2026-03-28 03:27:16
evt_0024780,usr_0738,add_to_cart,2026-03-28 09:39:00,SKU001,65.0,,ios,b2c,2026-03-28 09:47:41
evt_0013125,usr_0420,product_view,2026-03-28 19:36:00,SKU011,75.0,,android,b2b,2026-03-28 19:39:57
evt_0005781,usr_0177,app_open,2026-03-28 10:52:00,,,,ios,b2c,2026-03-28 10:52:46
evt_0020966,usr_0644,product_view,2026-03-28 13:27:00,SKU002,45.0,,ios,b2b,2026-03-28 13:35:11
evt_0007455,usr_0238,purchase,2026-03-28 23:24:00,SKU004,55.0,,android,b2c,2026-03-28 23:30:12
evt_0024771,usr_0738,app_open,2026-03-28 08:20:00,,,,ios,b2c,2026-03-28 08:27:08
evt_0021674,usr_0664,app_open,2026-03-28 09:48:00,,,,ios,b2b,2026-03-28 09:51:58
evt_0019434,usr_0599,app_open,2026-03-28 13:17:00,,,,ios,b2c,2026-03-28 13:20:34
evt_0022416,usr_0683,app_open,2026-03-28 11:42:00,,,,android,b2c,2026-03-28 11:49:02
evt_0009627,usr_0299,product_view,2026-03-28 01:43:00,SKU012,48.0,,ios,b2c,2026-03-28 01:45:41
evt_0025710,usr_0769,gift_send,2026-03-28 11:51:00,SKU029,82.0,rec_0003,android,b2c,2026-03-28 11:55:24
evt_0007393,usr_0236,product_view,2026-03-28 13:54:00,SKU004,55.0,,ios,b2c,2026-03-28 13:55:50
evt_0014663,usr_0452,product_view,2026-03-28 05:56:00,SKU005,42.0,,ios,b2c,2026-03-28 05:56:04
evt_0019709,usr_0612,product_view,2026-03-28 21:55:00,SKU004,55.0,,android,b2c,2026-03-28 21:56:57
evt_0006517,usr_0198,app_open,2026-03-28 09:06:00,,,,web,b2b,2026-03-28 09:06:06
evt_0005132,usr_0155,app_open,2026-03-28 23:11:00,,,,ios,b2c,2026-03-28 23:20:01
evt_0013037,usr_0418,product_view,2026-03-28 14:17:00,SKU018,78.0,,android,b2c,2026-03-28 14:21:26
evt_0022873,usr_0691,app_open,2026-03-28 03:06:00,,,,ios,b2c,2026-03-28 03:11:30
evt_0003593,usr_0101,app_open,2026-03-28 14:53:00,,,,android,b2c,2026-03-28 14:58:21
evt_0007282,usr_0235,product_view,2026-03-28 13:48:00,SKU001,65.0,,android,b2c,2026-03-28 13:48:51
evt_0022386,usr_0683,app_open,2026-03-28 16:18:00,,,,android,b2c,2026-03-28 16:25:07
evt_0018944,usr_0580,product_view,2026-03-28 10:26:00,SKU002,45.0,,ios,b2c,2026-03-28 10:34:30
evt_0024966,usr_0745,app_open,2026-03-28 08:41:00,,,,web,b2c,2026-03-28 08:47:03
evt_0009619,usr_0299,product_view,,SKU012,48.0,,ios,b2c,2026-03-28 23:59:00
evt_0022392,usr_0683,add_to_cart,2026-03-28 03:47:00,SKU016,120.0,,android,b2c,2026-03-28 03:54:51
evt_0013050,usr_0418,app_open,2026-03-28 16:39:00,,,,android,b2c,2026-03-28 16:47:14
evt_0008893,usr_0285,app_open,2026-03-28 22:31:00,,,,ios,b2c,2026-03-28 22:33:53
evt_0000382,usr_0010,product_view,2026-03-28 14:00:00,SKU018,78.0,,ios,b2b,2026-03-28 14:04:14
evt_0011055,usr_0340,purchase,2026-03-28 00:23:00,SKU008,55.0,,ios,b2b,2026-03-28 00:24:18
evt_0001189,usr_0028,app_open,,,,,android,b2b,2026-03-28 23:59:00
evt_0000843,usr_0023,gift_send,2026-03-28 02:45:00,SKU007,85.0,rec_0264,ios,b2c,2026-03-28 02:47:42
evt_0009152,usr_0291,add_to_cart,2026-03-28 03:50:00,SKU013,32.0,,ios,b2c,2026-03-28 03:52:35
evt_0009075,usr_0289,app_open,2026-03-28 21:26:00,,,,android,b2c,2026-03-28 21:33:33
evt_0022922,usr_0692,purchase,2026-03-28 05:17:00,SKU027,58.0,,ios,b2c,2026-03-28 05:24:35
evt_0007727,usr_0246,app_open,2026-03-28 05:45:00,,,,ios,b2c,2026-03-28 05:51:03
evt_0009255,usr_0291,product_view,2026-03-28 01:29:00,SKU030,46.0,,ios,b2c,2026-03-28 01:34:57
evt_0020493,usr_0634,app_open,2026-03-28 17:12:00,,,,ios,b2c,2026-03-28 17:14:15
evt_0022798,usr_0690,app_open,2026-03-28 01:33:00,,,,ios,b2c,2026-03-28 01:34:01
evt_0006721,usr_0209,product_view,2026-03-28 20:07:00,SKU010,95.0,,ios,b2c,2026-03-28 20:08:34
evt_0014471,usr_0446,add_to_cart,2026-03-28 16:07:00,SKU029,82.0,,web,b2c,2026-03-28 16:08:04
evt_0024664,usr_0736,app_open,2026-03-28 13:01:00,,,,ios,b2c,2026-03-28 13:03:00
evt_0005207,usr_0157,app_open,2026-03-28 03:17:00,,,,android,b2c,2026-03-28 03:20:55
evt_0022840,usr_0690,app_open,2026-03-28 03:17:00,,,,ios,b2c,2026-03-28 03:22:57
evt_0018649,usr_0575,product_view,2026-03-28 23:23:00,SKU030,46.0,,web,b2b,2026-03-28 23:25:37
evt_0022292,usr_0682,add_to_cart,2026-03-28 01:01:00,SKU008,55.0,,ios,b2c,2026-03-28 01:05:58
evt_0024360,usr_0727,app_open,2026-03-28 00:59:00,,,,android,b2c,2026-03-28 01:04:55
evt_0022831,usr_0690,gift_send,2026-03-28 13:20:00,SKU018,78.0,rec_0094,ios,b2c,2026-03-28 13:20:15
evt_0022935,usr_0692,add_to_cart,2026-03-28 20:27:00,SKU027,58.0,,ios,b2c,2026-03-28 20:32:12
evt_0006123,usr_0188,product_view,2026-03-28 21:29:00,SKU010,95.0,,android,b2c,2026-03-28 21:38:08
evt_0010922,usr_0339,product_view,2026-03-28 22:44:00,SKU029,82.0,,ios,b2c,2026-03-28 22:45:30
evt_0023930,usr_0714,product_view,2026-03-28 00:31:00,SKU025,89.0,,ios,b2c,2026-03-28 00:33:52
evt_0019670,usr_0608,product_view,2026-03-28 05:29:00,SKU006,49.0,,ios,b2c,2026-03-28 05:29:03
evt_0022408,usr_0683,product_view,2026-03-28 09:51:00,SKU025,89.0,,android,b2c,2026-03-28 09:57:44
evt_0013341,usr_0423,product_view,2026-03-28 14:36:00,SKU027,58.0,,ios,b2b,2026-03-28 14:42:15
evt_0014784,usr_0457,product_view,2026-03-28 02:30:00,SKU018,78.0,,ios,b2c,2026-03-28 02:36:17
evt_0002203,usr_0065,product_view,2026-03-28 02:49:00,SKU011,75.0,,android,b2c,2026-03-28 02:58:42
evt_0005626,usr_0167,product_view,2026-03-28 05:18:00,SKU014,40.0,,ios,b2c,2026-03-28 05:25:44
evt_0001729,usr_0048,app_open,2026-03-28 21:41:00,,,,android,b2c,2026-03-28 21:50:37
evt_0000559,usr_0014,add_to_cart,2026-03-28 16:44:00,SKU024,36.0,,ios,b2b,2026-03-28 16:48:00
evt_0010787,usr_0330,app_open,2026-03-28 08:34:00,,,,ios,b2b,2026-03-28 08:43:49
evt_0022904,usr_0692,app_open,2026-03-28 22:00:00,,,,ios,b2c,2026-03-28 22:08:29
evt_0013452,usr_0423,app_open,2026-03-28 11:53:00,,,,ios,b2b,2026-03-28 11:55:58
evt_0006084,usr_0188,app_open,2026-03-28 18:05:00,,,,android,b2c,2026-03-28 18:11:34
evt_0022209,usr_0678,product_view,2026-03-28 12:59:00,SKU001,65.0,,web,b2b,2026-03-28 13:07:20
evt_0002801,usr_0086,app_open,2026-03-28 12:46:00,,,,android,b2c,2026-03-28 12:49:56
evt_0014333,usr_0439,product_view,2026-03-28 10:19:00,SKU027,58.0,,ios,b2c,2026-03-28 10:20:32
evt_0000997,usr_0026,product_view,2026-03-28 18:34:00,SKU011,75.0,,ios,b2c,2026-03-28 18:35:49
evt_0014644,usr_0452,app_open,2026-03-28 16:40:00,,,,ios,b2c,2026-03-28 16:43:34
evt_0016885,usr_0514,app_open,2026-03-28 21:59:00,,,,ios,b2c,2026-03-28 22:02:09
evt_0024024,usr_0716,app_open,2026-03-28 03:16:00,,,,android,b2c,2026-03-28 03:24:26
evt_0001313,usr_0029,app_open,2026-03-28 03:48:00,,,,ios,b2c,2026-03-28 03:52:16
evt_0000309,usr_0007,product_view,2026-03-28 23:16:00,SKU017,68.0,,web,b2b,2026-03-28 23:16:21
evt_0025258,usr_0757,product_view,2026-03-28 22:04:00,SKU021,44.0,,android,b2c,2026-03-28 22:12:43
evt_0009061,usr_0288,purchase,2026-03-28 17:36:00,SKU001,65.0,,ios,b2b,2026-03-28 17:38:49
evt_0002173,usr_0064,product_view,,SKU025,89.0,,ios,b2c,2026-03-28 23:59:00
evt_0009511,usr_0298,product_view,2026-03-28 17:48:00,SKU005,42.0,,android,b2b,2026-03-28 17:48:52
evt_0022829,usr_0690,app_open,2026-03-28 16:09:00,,,,ios,b2c,2026-03-28 16:18:18
evt_0013082,usr_0418,product_view,2026-03-28 10:56:00,SKU018,78.0,,android,b2c,2026-03-28 10:56:17
evt_0022894,usr_0691,app_open,2026-03-28 01:22:00,,,,ios,b2c,2026-03-28 01:28:34
evt_0013068,usr_0418,purchase,2026-03-28 18:47:00,SKU018,78.0,,android,b2c,2026-03-28 18:51:22
evt_0003385,usr_0100,product_view,2026-03-28 09:31:00,SKU014,40.0,,ios,b2c,2026-03-28 09:35:16
evt_0012762,usr_0410,gift_send,2026-03-28 07:40:00,SKU005,42.0,rec_0297,ios,b2c,2026-03-28 07:48:35
evt_0005230,usr_0157,product_view,2026-03-28 20:05:00,SKU023,35.0,,android,b2c,2026-03-28 20:11:52
evt_0001752,usr_0048,app_open,2026-03-28 21:40:00,,,,android,b2c,2026-03-28 21:41:16
evt_0000469,usr_0011,app_open,2026-03-28 00:56:00,,,,web,b2b,2026-03-28 01:01:36
evt_0018170,usr_0559,product_view,2026-03-28 08:02:00,SKU016,120.0,,android,b2c,2026-03-28 08:10:56
evt_0022335,usr_0683,app_open,2026-03-28 23:37:00,,,,android,b2c,2026-03-28 23:39:42
evt_0001877,usr_0050,gift_send,2026-03-28 11:01:00,SKU005,42.0,rec_0155,web,b2c,2026-03-28 11:01:01
evt_0003480,usr_0100,app_open,2026-03-28 20:47:00,,,,ios,b2c,2026-03-28 20:51:03
evt_0022410,usr_0683,product_view,2026-03-28 17:33:00,SKU016,120.0,,android,b2c,2026-03-28 17:42:56
evt_0013875,usr_0430,product_view,2026-03-28 21:19:00,SKU023,35.0,,ios,b2b,2026-03-28 21:26:55
evt_0005075,usr_0155,purchase,2026-03-28 17:31:00,SKU029,82.0,,ios,b2c,2026-03-28 17:39:12
evt_0025026,usr_0747,product_view,2026-03-28 12:44:00,SKU004,55.0,,android,b2c,2026-03-28 12:52:07
evt_0014688,usr_0452,gift_send,2026-03-28 09:05:00,SKU012,48.0,rec_0255,ios,b2c,2026-03-28 09:09:45
evt_0026421,usr_0794,purchase,2026-03-28 12:56:00,SKU006,49.0,,ios,b2b,2026-03-28 12:58:51
evt_0003447,usr_0100,product_view,2026-03-28 22:07:00,SKU023,35.0,,ios,b2c,2026-03-28 22:11:56
evt_0024074,usr_0716,app_open,2026-03-28 01:50:00,,,,android,b2c,2026-03-28 01:58:28
evt_0004400,usr_0122,product_view,,SKU001,65.0,,ios,b2b,2026-03-28 23:59:00
evt_0010566,usr_0325,product_view,2026-03-28 17:56:00,SKU026,48.0,,android,b2c,2026-03-28 18:03:25
evt_0024073,usr_0716,app_open,2026-03-28 18:08:00,,,,android,b2c,2026-03-28 18:12:17
evt_0018324,usr_0567,product_view,2026-03-28 01:45:00,SKU004,55.0,,ios,b2b,2026-03-28 01:49:35
evt_0001778,usr_0049,app_open,2026-03-28 11:22:00,,,,ios,b2c,2026-03-28 11:22:22
evt_0022774,usr_0690,app_open,2026-03-28 07:24:00,,,,ios,b2c,2026-03-28 07:25:13
evt_0023732,usr_0711,product_view,2026-03-28 22:07:00,SKU006,49.0,,android,b2c,2026-03-28 22:13:22
evt_0009156,usr_0291,app_open,2026-03-28 00:45:00,,,,ios,b2c,2026-03-28 00:53:20
evt_0016776,usr_0509,product_view,2026-03-28 09:00:00,SKU008,55.0,,android,b2b,2026-03-28 09:08:28
evt_0014470,usr_0446,product_view,2026-03-28 15:02:00,SKU029,82.0,,web,b2c,2026-03-28 15:07:56
evt_0013616,usr_0428,app_open,,,,,ios,b2b,2026-03-28 23:59:00
evt_0013039,usr_0418,app_open,2026-03-28 21:09:00,,,,android,b2c,2026-03-28 21:13:59
evt_0012669,usr_0408,app_open,,,,,web,b2c,2026-03-28 23:59:00
evt_0022343,usr_0683,product_view,2026-03-28 19:32:00,SKU028,65.0,,android,b2c,2026-03-28 19:40:34
evt_0020076,usr_0622,add_to_cart,2026-03-28 21:07:00,SKU030,46.0,,ios,b2c,2026-03-28 21:11:16
evt_0022880,usr_0691,add_to_cart,2026-03-28 04:44:00,SKU020,38.0,,ios,b2c,2026-03-28 04:48:22
evt_0016355,usr_0498,app_open,2026-03-28 04:18:00,,,,web,b2c,2026-03-28 04:25:30
evt_0023116,usr_0695,product_view,2026-03-28 04:18:00,SKU014,40.0,,android,b2c,2026-03-28 04:24:42
evt_0017198,usr_0522,app_open,2026-03-28 10:26:00,,,,web,b2b,2026-03-28 10:33:04
evt_0004315,usr_0118,gift_send,2026-03-28 04:14:00,SKU008,55.0,rec_0165,web,b2b,2026-03-28 04:19:59
evt_0011601,usr_0356,add_to_cart,2026-03-28 08:23:00,SKU020,38.0,,ios,b2c,2026-03-28 08:31:10
evt_0017208,usr_0522,app_open,2026-03-28 06:41:00,,,,web,b2b,2026-03-28 06:47:48
evt_0013020,usr_0418,app_open,2026-03-28 13:29:00,,,,android,b2c,2026-03-28 13:38:55
evt_0016703,usr_0506,add_to_cart,2026-03-28 12:35:00,SKU001,65.0,,web,b2c,2026-03-28 12:42:11
evt_0010021,usr_0312,app_open,2026-03-28 23:30:00,,,,ios,b2c,2026-03-28 23:37:28
evt_0013046,usr_0418,product_view,2026-03-28 12:23:00,SKU018,78.0,,android,b2c,2026-03-28 12:27:12
evt_0005147,usr_0155,product_view,2026-03-28 07:33:00,SKU029,82.0,,ios,b2c,2026-03-28 07:39:40
evt_0024489,usr_0731,app_open,2026-03-28 15:05:00,,,,android,b2c,2026-03-28 15:12:51
evt_0015228,usr_0466,purchase,2026-03-28 02:45:00,SKU013,32.0,,ios,b2c,2026-03-28 02:54:30
evt_0000804,usr_0022,purchase,2026-03-28 23:24:00,SKU026,48.0,,ios,b2c,2026-03-28 23:26:49
evt_0013028,usr_0418,app_open,2026-03-28 23:11:00,,,,android,b2c,2026-03-28 23:14:01
evt_0017152,usr_0522,product_view,2026-03-28 06:54:00,SKU010,95.0,,web,b2b,2026-03-28 06:55:59
evt_0025341,usr_0760,product_view,2026-03-28 15:11:00,SKU002,45.0,,ios,b2c,2026-03-28 15:17:09
evt_0021318,usr_0651,app_open,2026-03-28 14:46:00,,,,android,b2c,2026-03-28 14:46:42
evt_0002970,usr_0088,app_open,2026-03-28 06:10:00,,,,web,b2c,2026-03-28 06:15:54
evt_0022815,usr_0690,app_open,2026-03-28 10:57:00,,,,ios,b2c,2026-03-28 11:02:05
evt_0012200,usr_0379,app_open,2026-03-28 19:27:00,,,,ios,b2c,2026-03-28 19:36:59
evt_0022308,usr_0683,gift_send,2026-03-28 13:11:00,SKU016,120.0,rec_0189,android,b2c,2026-03-28 13:13:44
evt_0008345,usr_0272,add_to_cart,2026-03-28 21:44:00,SKU029,82.0,,web,b2c,2026-03-28 21:44:42
evt_0004108,usr_0113,purchase,2026-03-28 08:08:00,SKU006,49.0,,android,b2c,2026-03-28 08:11:09
evt_0022895,usr_0691,product_view,2026-03-28 20:16:00,SKU020,38.0,,ios,b2c,2026-03-28 20:21:45
evt_0004816,usr_0146,add_to_cart,2026-03-28 16:03:00,SKU029,82.0,,android,b2c,2026-03-28 16:11:57
evt_0006402,usr_0196,product_view,,SKU017,68.0,,android,b2b,2026-03-28 23:59:00
evt_0001775,usr_0049,app_open,2026-03-28 23:54:00,,,,ios,b2c,2026-03-28 23:54:41
evt_0000123,usr_0003,app_open,2026-03-28 17:28:00,,,,android,b2c,2026-03-28 17:37:44
evt_0007484,usr_0238,app_open,2026-03-28 18:38:00,,,,android,b2c,2026-03-28 18:39:28
evt_0014330,usr_0439,purchase,2026-03-28 14:05:00,SKU005,42.0,,ios,b2c,2026-03-28 14:07:43
evt_0016229,usr_0496,product_view,2026-03-28 16:57:00,SKU017,68.0,,android,b2c,2026-03-28 17:02:33
evt_0022830,usr_0690,product_view,2026-03-28 10:54:00,SKU022,72.0,,ios,b2c,2026-03-28 10:55:12
evt_0014278,usr_0438,add_to_cart,2026-03-28 05:18:00,SKU018,78.0,,android,b2b,2026-03-28 05:26:06
evt_0009666,usr_0301,product_view,2026-03-28 18:00:00,SKU012,48.0,,android,b2b,2026-03-28 18:06:03
evt_0018752,usr_0576,app_open,2026-03-28 05:53:00,,,,ios,b2c,2026-03-28 05:56:18
evt_0008303,usr_0270,app_open,2026-03-28 23:45:00,,,,android,b2c,2026-03-28 23:52:51
